,State,Date,Case,Population,Case_1m,Daily_Case,Daily_Case_1m,Daily_Case_1m_sm,Daily_Case_1m_Change,Daily_Case_1m_RoC,retail,grocery,parks,transit,workplace,residential,location_name,location_id,peak_bed_day_mean,peak_bed_day_lower,peak_bed_day_upper,peak_icu_bed_day_mean,peak_icu_bed_day_lower,peak_icu_bed_day_upper,peak_vent_day_mean,peak_vent_day_lower,peak_vent_day_upper,all_bed_capacity,icu_bed_capacity,all_bed_usage,icu_bed_usage,available_all_nbr,available_icu_nbr,travel_limit_start_date,travel_limit_end_date,stay_home_start_date,stay_home_end_date,educational_fac_start_date,educational_fac_end_date,any_gathering_restrict_start_date,any_gathering_restrict_end_date,any_business_start_date,any_business_end_date,all_non-ess_business_start_date,all_non-ess_business_end_date,stay_home_days,non_essential_closed_days
1972,Illinois,2020-03-08,7,12671821.0,0.5524067929936826,1,0.07891525614195466,0.05261017076130311,0.0,0.0,23.575,17.03076923076923,169.30769230769232,15.89655172413793,3.046153846153846,-2.391304347826087,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1973,Illinois,2020-03-09,7,12671821.0,0.5524067929936826,0,0.0,0.15783051228390932,0.1052203415226062,0.010466967258776898,3.493827160493827,3.161764705882353,-7.764705882352941,0.3870967741935484,0.1935483870967742,1.26,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1974,Illinois,2020-03-10,12,12671821.0,0.9469830737034559,5,0.3945762807097733,0.473491536851728,0.3156610245678187,0.031075634131332314,8.734939759036145,9.626865671641792,16.705882352941178,2.903225806451613,-0.5052631578947369,0.24,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1975,Illinois,2020-03-11,25,12671821.0,1.9728814035488664,13,1.0258983298454107,0.6576271345162888,0.18413559766456083,0.017581109128380595,10.867469879518072,11.779411764705882,18.88235294117647,4.645161290322581,-0.11578947368421053,-0.08,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1976,Illinois,2020-03-12,32,12671821.0,2.525288196542549,7,0.5524067929936826,0.8943729029421528,0.23674576842586392,0.022213740961074535,9.174418604651162,30.796875,12.875,1.2580645161290323,-0.2736842105263158,0.5,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1977,Illinois,2020-03-13,46,12671821.0,3.630101782529914,14,1.1048135859873651,1.0258983298454105,0.13152542690325775,0.012072785471455431,12.068965517241379,39.333333333333336,25.375,4.709677419354839,-0.5913978494623656,-0.3,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1978,Illinois,2020-03-14,64,12671821.0,5.050576393085098,18,1.4204746105551838,0.8943729029421528,-0.13152542690325775,-0.011928771966565176,1.4482758620689655,31.6231884057971,-9.8,-1.7333333333333334,1.5733333333333333,2.68,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1979,Illinois,2020-03-15,66,12671821.0,5.208406905369007,2,0.15783051228390932,0.9732881590841074,0.0789152561419546,0.007243671282873255,5.407407407407407,39.610169491525426,20.5,-0.27586206896551724,-1.523076923076923,2.6956521739130435,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1980,Illinois,2020-03-16,83,12671821.0,6.549966259782236,17,1.3415593544132292,2.5515932819232003,1.578305122839093,0.14383155713745763,-0.5061728395061729,40.73770491803279,-17.27777777777778,-8.741935483870968,-8.872340425531915,5.66,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1981,Illinois,2020-03-17,161,12671821.0,12.7053562388547,78,6.1553899790724635,5.41884758841422,2.8672543064910196,0.2284374773854757,-22.30952380952381,24.0625,48.375,-8.419354838709678,-21.09375,8.956521739130435,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1982,Illinois,2020-03-18,272,12671821.0,21.464949670611666,111,8.759593431756967,8.917423944040877,3.498576355626657,0.2269025837090121,-30.714285714285715,14.567164179104477,-28.0,-13.612903225806452,-24.36082474226804,12.488888888888889,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1983,Illinois,2020-03-19,422,12671821.0,33.30223809190486,150,11.837288421293199,11.153356201396257,2.2359322573553797,0.11819433047382301,-33.09090909090909,18.046153846153846,-20.77777777777778,-17.96875,-25.802083333333332,13.727272727272727,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1984,Illinois,2020-03-20,585,12671821.0,46.165424843043475,163,12.863186751138608,12.652746068093398,1.4993898666971415,0.07088188996685889,-29.844444444444445,34.970588235294116,-17.42105263157895,-17.03030303030303,-26.567010309278352,13.857142857142858,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1985,Illinois,2020-03-21,753,12671821.0,59.42318787489186,168,13.257763031848382,16.493288533668522,3.8405424655751244,0.16953981888246933,-42.8876404494382,12.771428571428572,-6.65,-19.6875,-18.08641975308642,11.363636363636363,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1986,Illinois,2020-03-22,1049,12671821.0,82.78210369291044,296,23.358915818018577,18.413559766456085,1.920271232787563,0.07248142224198482,-58.01204819277108,-26.986301369863014,-40.04761904761905,-34.70967741935484,-30.716216216216218,12.80952380952381,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1987,Illinois,2020-03-23,1285,12671821.0,101.40610414241173,236,18.6240004495013,20.623186938430816,2.2096271719747307,0.07776664346659332,-43.654761904761905,-13.114285714285714,-25.529411764705884,-28.606060606060606,-36.8041237113402,17.666666666666668,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1988,Illinois,2020-03-24,1537,12671821.0,121.2927486901843,252,19.886644547772573,21.464949670611663,0.8417627321808467,0.02748775736089276,-43.593023255813954,-12.257142857142858,-10.058823529411764,-27.59375,-38.824742268041234,18.666666666666668,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1989,Illinois,2020-03-25,1865,12671821.0,147.17695270474545,328,25.884204014561128,32.960271981956396,11.495322311344733,0.3653373811711954,-37.92941176470588,-8.605633802816902,40.625,-25.0,-38.7319587628866,17.53846153846154,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1990,Illinois,2020-03-26,2538,12671821.0,200.2869200882809,673,53.10996738353548,39.115661961028856,6.15538997907246,0.14328098252398785,-39.40229885057471,-7.3561643835616435,-10.333333333333334,-28.1875,-38.824742268041234,18.53846153846154,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1991,Illinois,2020-03-27,3024,12671821.0,238.63973457327089,486,38.35281448498996,42.77206882893942,3.6564068679105617,0.07444482517229965,-41.142857142857146,-8.407894736842104,-3.8333333333333335,-30.5,-38.134020618556704,19.57894736842105,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1992,Illinois,2020-03-28,3491,12671821.0,275.49315919156373,467,36.85342461829283,54.135865713380895,11.363796884441477,0.21533733917609346,-45.98863636363637,-10.219178082191782,-15.263157894736842,-32.5625,-26.14457831325301,13.909090909090908,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1993,Illinois,2020-03-29,4596,12671821.0,362.6945172284236,1105,87.20135803685989,53.45193349348395,-0.6839322198969455,-0.010663802730182128,-41.694117647058825,-13.628571428571428,-12.444444444444445,-34.903225806451616,-30.87837837837838,12.0,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1994,Illinois,2020-03-30,5056,12671821.0,398.99553505372273,460,36.30101782529914,65.84162870777084,12.389695214286888,0.19526111391955014,-32.024096385542165,-7.014705882352941,24.066666666666666,-27.5,-37.51546391752577,16.048780487804876,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1995,Illinois,2020-03-31,5994,12671821.0,473.0180453148762,938,74.02251026115347,62.711323547473306,-3.1303051602975316,-0.041274234396508895,-37.88235294117647,-8.768115942028986,-14.235294117647058,-27.75,-39.6530612244898,18.05128205128205,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1996,Illinois,2020-04-01,6980,12671821.0,550.8284878708434,986,77.8104425559673,69.41912031953945,6.707796772066139,0.09225243668802989,-32.07142857142857,1.0434782608695652,31.0,-24.46875,-39.78350515463917,16.951219512195124,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1997,Illinois,2020-04-02,7695,12671821.0,607.2528960123411,715,56.42440814149758,76.54779845769603,7.128678138156587,0.08976022536480704,-36.51136363636363,-0.9565217391304348,38.125,-26.875,-40.05154639175258,17.666666666666668,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1998,Illinois,2020-04-03,8904,12671821.0,702.6614406879643,1209,95.40854467562319,88.8322733304603,12.284474872764264,0.14193861763877022,-36.06741573033708,0.6710526315789473,33.411764705882355,-28.363636363636363,-39.8041237113402,18.756756756756758,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
1999,Illinois,2020-04-04,10357,12671821.0,817.3253078622243,1453,114.66386717426012,93.75132429664212,4.919050966181828,0.04977170716021329,-44.84090909090909,2.3972602739726026,-5.315789473684211,-31.272727272727273,-27.378048780487806,13.590909090909092,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2000,Illinois,2020-04-05,11259,12671821.0,888.5068689022675,902,71.18156104004309,88.3324767082279,-5.4188475884142235,-0.052229189604566836,-40.583333333333336,-5.507462686567164,38.8235294117647,-33.15625,-31.68,10.761904761904763,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2001,Illinois,2020-04-06,12262,12671821.0,967.658870812648,1003,79.15200191038052,84.07105287656236,-4.261423831665539,-0.043336891069163594,-39.78947368421053,-9.821428571428571,16.0625,-29.40625,-39.371134020618555,16.743589743589745,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2002,Illinois,2020-04-07,13553,12671821.0,1069.5384664919113,1291,101.87959567926346,100.45912106870827,16.38806819214591,0.17420946923651331,-36.45,-5.571428571428571,50.57142857142857,-25.258064516129032,-41.31958762886598,16.75,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2003,Illinois,2020-04-08,15078,12671821.0,1189.8842321083923,1525,120.34576561648085,109.42915518351045,8.970034114802175,0.08120682138347447,-38.475,-8.464285714285714,18.125,-27.0625,-41.81443298969072,17.575,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2004,Illinois,2020-04-09,16422,12671821.0,1295.9463363631794,1344,106.06210425478706,114.00624003974383,4.577084856233384,0.038324685870886416,-39.1219512195122,-2.2758620689655173,-10.61111111111111,-31.4375,-42.09183673469388,18.743589743589745,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2005,Illinois,2020-04-10,17887,12671821.0,1411.557186611143,1465,115.61085024796357,107.90346023143267,-6.102779808311155,-0.04921348963048329,-36.895833333333336,1.4,20.235294117647058,-31.666666666666668,-48.76288659793814,21.17142857142857,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2006,Illinois,2020-04-11,19180,12671821.0,1513.5946128026903,1293,102.03742619154737,116.53152823628638,8.628068004853702,0.07317909065533505,-38.851063829787236,5.321428571428571,27.4375,-32.5625,-28.674698795180724,12.772727272727273,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2007,Illinois,2020-04-12,20852,12671821.0,1645.5409210720386,1672,131.9463082693482,108.85044330513612,-7.681084931150252,-0.060704909189166746,-61.707317073170735,-35.16129032258065,6.705882352941177,-41.54838709677419,-38.16883116883117,11.736842105263158,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2008,Illinois,2020-04-13,22025,12671821.0,1738.1085165265513,1173,92.56759545451281,107.00908732849052,-1.8413559766456018,-0.015493050975990996,-39.13513513513514,-13.774193548387096,-19.11111111111111,-31.87878787878788,-40.29896907216495,18.05263157894737,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2009,Illinois,2020-04-14,23248,12671821.0,1834.621874788162,1223,96.51335826161053,98.40732440901746,-8.60176291947306,-0.07351363142697225,-37.6,-11.451612903225806,-12.222222222222221,-28.08823529411765,-39.95918367346939,18.275,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2010,Illinois,2020-04-15,24593,12671821.0,1940.762894299091,1345,106.14101951092901,97.5655616768366,-0.8417627321808681,-0.007764814202082171,-29.65,-5.290322580645161,-16.0,-25.848484848484848,-39.78350515463917,18.1,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2011,Illinois,2020-04-16,25734,12671821.0,2030.805201557061,1141,90.04230725797026,113.90101969822122,16.335458021384625,0.15186513012837582,-31.585365853658537,-1.7741935483870968,-2.1176470588235294,-28.823529411764707,-39.0,18.1,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2012,Illinois,2020-04-17,27578,12671821.0,2176.3249338828255,1844,145.51973232576438,120.13532493343564,6.234305235214421,0.05031681942891971,-38.63265306122449,-13.472222222222221,-27.05263157894737,-32.51428571428571,-39.93814432989691,21.166666666666668,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2013,Illinois,2020-04-18,29160,12671821.0,2301.1688690993974,1582,124.84393521657226,121.60840971475211,1.473084781316473,0.011319638092654377,-32.361702127659576,-1.8709677419354838,47.8235294117647,-24.3125,-23.617283950617285,11.409090909090908,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2014,Illinois,2020-04-19,30357,12671821.0,2395.6304307013174,1197,94.46156160191973,103.51051097286386,-18.097898741888258,-0.1375132393219675,-32.567567567567565,-10.866666666666667,65.4375,-29.741935483870968,-28.364864864864863,9.523809523809524,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2015,Illinois,2020-04-20,31513,12671821.0,2486.856466801417,1156,91.22603610009958,102.5635278991604,-0.9469830737034499,-0.00834269060712658,-28.405405405405407,-8.193548387096774,33.9375,-25.65625,-37.68041237113402,15.585365853658537,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2016,Illinois,2020-04-21,33059,12671821.0,2608.859452796879,1546,122.0029859954619,124.94915555809489,22.38562765893448,0.19887105598705612,-28.8,-5.0,22.6,-25.161290322580644,-39.265306122448976,16.69047619047619,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2017,Illinois,2020-04-22,35107,12671821.0,2770.477897375602,2048,161.61844457872314,142.67878310465403,17.729627546559144,0.13138005549746942,-30.325,-6.129032258064516,20.75,-22.363636363636363,-39.48453608247423,16.75609756097561,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2018,Illinois,2020-04-23,36937,12671821.0,2914.8928161153794,1830,144.41491873977702,173.5872584269196,30.90847532226556,0.20244119512715314,-33.51219512195122,-4.645161290322581,1.1875,-28.545454545454547,-39.09278350515464,18.128205128205128,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2019,Illinois,2020-04-24,39658,12671821.0,3129.621228077638,2721,214.72841196225863,175.45491948894585,1.867661062026258,0.010173151873552902,-33.244897959183675,-8.285714285714286,6.0,-28.62857142857143,-37.927083333333336,18.62162162162162,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
2020,Illinois,2020-04-25,41777,12671821.0,3296.84265584244,2119,167.22142776480192,183.2412247616187,7.786305272672848,0.04198489473414565,-37.89795918367347,-8.064516129032258,-28.35,-29.6875,-25.814814814814813,13.590909090909092,Illinois,536,2020-05-07,2020-04-28,2020-05-15,2020-05-07,2020-05-04,2020-05-09,2020-05-07,2020-05-05,2020-05-07,36072.0,2910.0,21520.0,1779.0,14552.0,1131.0,,,2020-03-21,2020-05-29,2020-03-17,,2020-03-13,,2020-03-16,,2020-03-21,2020-05-01,69,41
